brand,model,color,aid,title
"Evenflo","53212337","Opal","AIDL0WI52001","Evenflo Gold SensorSafe Shyft Smart Modular Travel System, Opal"
"Delta Children","11898-2076","Cognac","AIDML4622001","Delta Children Revolve Reversible Stroller - Lightweight Stroller Features One-Hand Fold, Adjustable Handlebar, Oversized Canopy, Recline & Shock Absorbing Frame, Navy"
"Mountain Buggy",,"Silver","AID78DL72001","Mountain Buggy Nano V3 Stroller (Silver)"
"Larktale","LK10055","Longreef Navy","AIDI97Q64001","Larktale Chit Chat Plus Lightweight Travel Baby Stroller - Newborn to Toddler Stroller - Longreef Navy"
"Thule","11300104","Olive","AIDVVLL72001","Thule Spring Stroller, Olive"
"Dreambaby","L2211","Black","AID1POC64001","Dreambaby Stroller Blanket Clips (Black)"
"Baby Jogger","2083849","Slate","AIDFCLL52001","Baby Jogger City Select Pram Kit, Slate"
"ZOE","XL1 BEST v2","Lime Green","AIDOFXDA2001","The Tour+ (Zoe XL1) - Best Everyday Single Stroller with Umbrella - Tandem Capable - UPF 50+ - Lightweight"
"Cybex","518001259","Lavastone Black","AIDDU4A12001","2018 Eezy S Twist Stroller, Lavastone Black"
"Evenflo","19152276","Lark","AIDF4ET81001","Evenflo Aero2 Ultra-Lightweight Double Stroller, Compact, Self-Standing Folding Design, Shopping Basket Single-Child Mode, Seatback Storage Pocket, 2 Mesh in-Seat Pockets, 50-lb Per Seat, Lark Black"
"Maclaren","WD1G043322","Denim Charcoal","AID7CYOI5001","Maclaren Quest Stroller- Full-featured, lightweight and compact. Newborn Safety System and compatible with Maclaren Carrycot, extendable UPF50+/waterproof hood, accessories in the box"
"Baby Jogger","2014203","Black","AIDTVLK91001","Baby Jogger Britax Mounting Bracket Car Seat Adapter for City Mini/City Mini GT/Summit X3 Strollers, Black"
"Cosco",,,"AIDZGKNB4001","Dorel Juvenile Umbrella Stroller with Canopy - Elephant Train US119DVM"
"Joovy","9077","Black Melange","AIDPZJK72001","JOOVY Qool Second Seat, Black Melange"
"Bugaboo",,"Black","AID1QLM72001","Bugaboo Ant Baby Stroller - Lightweight Stroller - Foldable Stroller - Travel and Compact Storage - Fits in Overhead Compartments - Reversible and Reclinable Travel Stroller (Black)"
"Baby Jogger","BJ91901",,"AIDG55BA2001","Baby Jogger Summit X3 Double Belly Bar"
"Delta Children","11459-001","Black","AID39VS72001","Jeep PowerGlyde Plus Stroller by Delta Children - Lightweight Travel Stroller with Smoothest Ride, Aluminum Frame, 4-Position Recline, Extra Large Storage Basket, Black"
"BOB Gear","S09891800","Lagoon","AIDEA6EA2001","BOB Revolution Flex 2.0 Jogging Stroller; Lagoon with Handlebar Console and Tire Pump"
"Maclaren","WD1G101702","Marina","AIDP07Y64001","Maclaren Mark II Style Set Stroller- Super lightweight, extended hood, compact, one-hand fold, extended canopy, reclining seat, 4-wheel suspension. Accessories in the box."
"Kolcraft","KU022-SCR1","Scarlett Red","AID4KG112001","Kolcraft Cloud Lightweight Umbrella Stroller with Large Sun Canopy, Scarlet Red"
"Delta Children","11362","Red","AIDXQ7691001","The Clutch Stroller by Delta Children - Lightweight Compact Folding Stroller - Includes Travel Bag - Fits Airplane Overhead Storage - Red"
"Baby Jogger","BJC10152",,"AIDX8HZ62001","Front Wheel for City Mini GT Strollers (for Prior Model of GT Strollers. Not Compatible with Other Models)"
"Joovy","8150","Turquoise","AIDV96E71001","Joovy Big Caboose Graphite Triple Stroller, Stand on Tandem, Sit and Stand, Black"
"cynebaby","SIX001","AZURE","AID6YDJ12001","Umbrella Baby Stroller Lightweight Compact Stroller All Terrain Convenience Carriage Stroller Travel Tall Pram for Toddler Big Kids Single Stroller (Azure)"
"Roan","Rocco","Lime","AIDAPA2L5001","Roan Rocco Classic Pram Stroller 2-in-1 with Bassinet and Seat Unit - Lime"
"Dinky Ninky","0636823549909","Gold","AIDDCXOI5001","Stroller Pegs to Hook Muslin Sun Shade to Canopy, Car Seat Cover Clips, Nursing Cover, Pram Toy Holder, Blanket Clamp - Best Baby Shower Registry Gift - Buggy Accessory (Gold)"
"ZOE","XL1 BEST v2","Black","AIDDMXDA2001","The Tour+ (Zoe XL1) - Best Everyday Single Stroller with Umbrella - Tandem Capable - UPF 50+ - Lightweight"
"WONDERFOLD","X2","Navy","AID3CE182001","WonderFold Baby XL 2 Passenger Push Pull Twin Double Stroller Wagon with Adjustable Handle Bar, Removable Canopy, Safety Seats with 5-Point Harness, One-Step Foot Brake, Safety Reflective Strip (Navy)"
"ZOE","XL1 BEST v2 TANDEM","Noah Grey","AIDK5T474001","ZOE XL1 Best Tandem Lightweight Travel & Everyday Umbrella Stroller System"
"Graco","2048703","Tiegen","AIDB79X61001","Graco Modes 3 Essentials LX Stroller, Includes Reversible Seat, Tiegen"
"Babyzen",,"Black","AID4ZZN04001","Babyzen YOYO2 Stroller - Black Frame with Taupe Seat Cushion & Canopy"
"Maxi-Cosi","CV371ESR","Nomad Purple","AID4N9BA2001","Maxi-Cosi Maxi-Cosi Adorra Modular Stroller, Nomad Purple"
"HONEY JOY","HJ-BB5543-US","Khaki","AID35W674001","HONEY JOY Baby Stroller, 2-in-1 Reversible Toddler Stroller Seat and Bassinet Combo, Foldable Lightweight Infant Pram Carriage w/Adjustable Canopy & Diaper Bag, Shock Absorption Rubber Wheels (Khaki)"
"ZOE","XL1 BEST v2 TANDEM","BEST v2 - Camo","AIDCMS474001","ZOE XL1 Best Tandem Lightweight Travel & Everyday Umbrella Stroller System (Camo)"
"BOB Gear","U971947","Graphite Black","AIDYTUJF1001","BOB Revolution Flex 3.0 Jogging Stroller, Graphite Black [Old Version]"
"GoodBaby","616230001","Monument Black","AIDI41XD1001","GB Pockit Stroller Monument Black"
"Blahoo","808A","Blue","AID2KPQ64001","Blahoo Baby Stroller for Toddler .Foldable Aluminum Alloy Pushchair with Adjustable Backrest.Strollers Add Stroller Cover, Cup Holder, Net(Blue)"
"Joovy","8097","Black","AIDV6QJ52001","Joovy Balloon Stroller, Black"
"Larktale","LK10051","Freshwater Blue","AIDKP6Q64001","Larktale Chit Chat Plus Lightweight Travel Baby Stroller - Newborn to Toddler Stroller - Freshwater Blue"
"Nexgen","TJ76C96N","Blue","AIDPP02L5001","NexGen Chaser Jogger Travel System, Vista"
"Baby Jogger","2085468","Windsor","AIDA1YOI5001","Baby Jogger Bassinet, Windsor"
"Cybex","520004355","Navy Blue","AID0R9274001","CYBEX Balios S Lux Stroller, Navy Blue"
"Inglesina","AG87M0ONBUS/D","Onyx Black","AIDRKYS64001","Inglesina Quid Stroller - Lightweight, Foldable & Compact Baby Stroller for Travel - Onyx Black (AG87M0ONBUS/D)"
"valco baby","Trend0006","Denim","AIDWI4484001","Valco Baby Snap Duo Trend Light Weight Double Stroller 2020 (Denim)"
"Inglesina","AG85G0NCTUS/D","Grey","AIDMMG3O4001","Inglesina Net Stroller, Citronella"
"Summer Infant","32633","Black/Gray","AID6A2374001","Summer 3Dtote Convenience Stroller, Black/Grey – Lightweight Stroller with Extra Storage Basket, Rear Storage Extension, Diaper Hooks, Cup Holders and More - Compact Fold for Storage and On-The-Go"
"Safety 1st","CV372FHH","Fountain","AIDOYWDA2001","Safety 1st Step Lite Compact Stroller, Fountain, One Size"
"UPPAbaby","0420-CRZ-NA-EMT/1017-MSA-US-JKE",,"AIDQPUS64001","UPPAbaby Cruz V2 Stroller - Emmett (Green Melange/Silver/Saddle Leather) + Mesa Infant Car Seat - Jake (Black)"
"Bugaboo",,"Black","AIDLIWL72001","Bugaboo Lynx - The Lightest Full-Size Baby Stroller - All-Terrain Stroller with an Effortless Push and One-Handed Steering - Compatible with Bugaboo Turtle by Nuna Car Seat - Black"
"Babyzen","850022229220","Grey","AIDJJ9Y64001","Babyzen - YOYO2 Stroller & Bassinet Combo - Black Frame - Grey (9 Colors)"
"Baby Jogger","2083922","Paloma","AIDAW0O04001","Baby Jogger City Select Pram Kit, Paloma"
"kinbor",,"Blue","AIDOIBW64001","Kinbor Lightweight Infant Umbrella Stroller with Compact Fold, Large Storage Basket and Adjustable Backrest/Footrest/Canopy"
"BOB Gear","S11179300","Glacier Blue","AID8YG3O4001","BOB Revolution Flex 3.0 Jogging Stroller, Glacier Blue with Handlebar Console and Tire Pump"
"Larktale","LK10002","Cottesloe Cream","AIDIY7Y64001","Larktale Chit Chat Compact Lightweight Travel Stroller, Cottesloe Cream"
"UPPAbaby","0918-MBK-US-RYN","Ryan Teal Melange","AID1MTDA2001","2018 UPPAbaby from Birth Kit - Ryan (Teal Melange)"
"Nexgen","TJ76C99N","Pink","AIDSBVS72001","NexGen Chaser Jogger Travel System, Electric Pink"
"Baby Jogger","2041512","Granite","AIDB9HZ62001","Baby Jogger City Tour LUX Foldable Pram, Granite"
